1.198918429e+003	1.995938516e+003	2.102623847e+003	2.203484874e+003	1.877667469e+003	1.792529023e+003	1.959379666e+003	2.171193484e+003	1.991879209e+003	1.885943014e+003	2.096751479e+003	1.824032086e+003	2.047364057e+003	2.106755058e+003	1.666414570e+003	2.129115393e+003	1.797638318e+003	1.668342463e+003	1.761059130e+003	1.978564117e+003	1.977969496e+003	2.107415232e+003	1.846748396e+003	2.203821769e+003	1.557875480e+003	2.058955668e+003	1.750440223e+003	2.019304453e+003	2.294655980e+003	2.272357194e+003	2.258349597e+003	1.951314699e+003	2.106988195e+003	1.702717619e+003	1.532639310e+003	1.715057321e+003	2.323544228e+003	1.662950605e+003	1.928301472e+003	1.946140584e+003	1.589979233e+003	1.977777934e+003	2.123509968e+003	1.810222029e+003	2.283847171e+003	1.544890456e+003	2.467079221e+003	1.931066509e+003	2.208877543e+003	2.126923145e+003	2.205754085e+003	
1.198918429e+003	1.664034302e+003	2.000607063e+003	1.181684336e+003	1.486844805e+003	1.551382348e+003	1.875714324e+003	1.844745969e+003	1.574388305e+003	1.351274954e+003	2.096751479e+003	1.761593770e+003	2.047364057e+003	1.774323762e+003	1.666414570e+003	2.104012485e+003	1.797638318e+003	1.668342463e+003	1.761059130e+003	1.978564117e+003	1.977969496e+003	1.941074105e+003	1.758499779e+003	2.005459053e+003	1.557875480e+003	1.874604643e+003	1.692190745e+003	1.499303276e+003	1.738243381e+003	2.272357194e+003	1.707671195e+003	1.803059671e+003	1.840251030e+003	1.702717619e+003	1.532639310e+003	1.697089816e+003	1.792205194e+003	1.053938443e+003	1.543713928e+003	1.831937184e+003	1.279496937e+003	1.851442995e+003	1.667789821e+003	1.660684203e+003	1.832593037e+003	1.544890456e+003	1.605713732e+003	1.691257423e+003	1.579428049e+003	1.456797710e+003	1.644172795e+003	
1.198918429e+003	1.254870598e+003	1.672420552e+003	1.181684336e+003	1.467263146e+003	1.414049621e+003	1.808663756e+003	1.844745969e+003	1.574388305e+003	1.031259203e+003	1.791129709e+003	1.690079317e+003	1.995049866e+003	1.774323762e+003	1.438510446e+003	1.354923958e+003	1.509682080e+003	1.401564542e+003	1.742894826e+003	1.789181049e+003	1.977969496e+003	1.658787879e+003	1.608166357e+003	1.944517101e+003	1.349602680e+003	1.874604643e+003	1.451227778e+003	1.499303276e+003	1.738243381e+003	1.904584597e+003	1.621554665e+003	1.178127493e+003	1.604077593e+003	1.466406447e+003	1.532639310e+003	1.697089816e+003	1.792205194e+003	1.053938443e+003	1.315241589e+003	1.831937184e+003	1.279496937e+003	1.539072140e+003	1.667789821e+003	1.390436807e+003	1.832593037e+003	1.544890456e+003	1.605713732e+003	1.609531830e+003	1.514821505e+003	1.456797710e+003	1.535077834e+003	
1.042770749e+003	6.631147905e+002	1.300932289e+003	1.181684336e+003	1.318048278e+003	1.341039714e+003	1.374194858e+003	1.499115589e+003	1.574388305e+003	1.031259203e+003	1.503996305e+003	1.365426183e+003	1.191139528e+003	1.049638851e+003	1.438510446e+003	1.354923958e+003	1.327144492e+003	1.392553234e+003	1.223466893e+003	1.102480288e+003	1.378438545e+003	1.338904334e+003	1.123916625e+003	1.430714167e+003	6.444936583e+002	1.677024070e+003	1.242191016e+003	1.464412319e+003	1.526276973e+003	1.705224186e+003	1.621554665e+003	1.178127493e+003	1.603098938e+003	1.466406447e+003	1.360834482e+003	1.406843639e+003	1.173031216e+003	1.053938443e+003	9.900947861e+002	9.473801732e+002	1.279496937e+003	1.539072140e+003	1.667789821e+003	1.205150424e+003	1.755063993e+003	1.544890456e+003	1.579065117e+003	1.390059678e+003	1.352183376e+003	1.456797710e+003	1.394232484e+003	
8.354027462e+002	6.631147905e+002	1.053464243e+003	1.181684336e+003	1.023892703e+003	1.298252215e+003	7.995107697e+002	1.499115589e+003	7.679437572e+002	9.058510654e+002	6.962751592e+002	7.226202759e+002	1.191139528e+003	9.428880189e+002	9.359155105e+002	5.422407342e+002	9.349981354e+002	1.069209461e+003	7.466663395e+002	1.102480288e+003	1.019981205e+003	1.275277227e+003	1.123916625e+003	6.864315354e+002	6.212075491e+002	8.990436705e+002	1.157931426e+003	1.076074326e+003	1.045721155e+003	1.070430772e+003	1.245121737e+003	8.382110193e+002	7.233750914e+002	1.434231668e+003	6.907247622e+002	1.060516631e+003	9.908608550e+002	6.929360002e+002	9.204560775e+002	9.473801732e+002	8.972063103e+002	1.180204277e+003	1.108203958e+003	8.978662695e+002	1.266593382e+003	1.219772915e+003	1.061783760e+003	1.286606559e+003	1.229276315e+003	8.983148167e+002	8.602244200e+002	
8.354027462e+002	6.631147905e+002	9.644098550e+002	1.098071525e+003	7.467515870e+002	6.668071775e+002	7.995107697e+002	1.220914331e+003	7.679437572e+002	6.897757827e+002	6.962751592e+002	7.226202759e+002	1.001740831e+003	5.886143367e+002	6.857514630e+002	5.422407342e+002	8.012088847e+002	8.729903738e+002	7.466663395e+002	8.779523813e+002	8.755166715e+002	7.567779667e+002	9.522994821e+002	4.171000224e+002	4.237467655e+002	8.516342599e+002	7.122096898e+002	8.303146490e+002	1.045721155e+003	9.203698943e+002	1.031344459e+003	8.382110193e+002	7.233750914e+002	1.080920610e+003	6.907247622e+002	1.053408210e+003	4.309423763e+002	5.304163812e+002	5.827017858e+002	6.436834669e+002	3.599137049e+002	6.425355146e+002	1.108203958e+003	4.547426399e+002	7.650498198e+002	8.165592047e+002	8.652276627e+002	8.779651060e+002	7.384320752e+002	6.013634353e+002	4.905477373e+002	
6.764688531e+002	5.939439117e+002	9.442110060e+002	4.833544068e+002	7.273723017e+002	4.376248437e+002	7.995107697e+002	9.785490428e+002	7.679437572e+002	5.992154153e+002	5.204096368e+002	7.226202759e+002	9.770453367e+002	3.245211943e+002	6.857514630e+002	3.917235778e+002	4.207197104e+002	8.419419491e+002	6.125764988e+002	8.312098925e+002	7.265521953e+002	6.792429354e+002	9.522994821e+002	2.426253638e+002	4.237467655e+002	6.421137298e+002	6.233390731e+002	3.665329761e+002	9.865892061e+002	8.604975594e+002	8.936371712e+002	5.386312403e+002	7.233750914e+002	8.593231180e+002	1.558716291e+002	3.971173298e+002	4.309423763e+002	5.304163812e+002	4.732273075e+002	6.436834669e+002	3.599137049e+002	5.649311629e+002	1.108203958e+003	2.734492255e+002	7.411438148e+002	8.165592047e+002	8.652276627e+002	5.295772961e+002	2.811226017e+002	6.013634353e+002	4.677249521e+002	
6.764688531e+002	5.111457810e+002	9.442110060e+002	4.032680684e+002	4.233750396e+002	2.760441878e+002	3.809183817e+002	9.785490428e+002	5.540872592e+002	5.992154153e+002	4.694816807e+002	7.226202759e+002	9.770453367e+002	3.245211943e+002	6.857514630e+002	2.743221119e+002	4.207197104e+002	7.165668564e+002	6.034336273e+002	5.416588143e+002	6.397558326e+002	6.334996465e+002	6.993403695e+002	2.426253638e+002	4.086047745e+001	4.499266893e+002	4.137176372e+002	3.665329761e+002	4.650952433e+002	4.992251417e+002	8.928464830e+002	5.386312403e+002	7.233750914e+002	7.497191856e+002	1.551368266e+002	3.795917872e+002	4.309423763e+002	3.600547342e+002	4.732273075e+002	6.436834669e+002	3.599137049e+002	5.649311629e+002	8.441952155e+002	2.406738109e+002	7.411438148e+002	8.165592047e+002	6.948171372e+002	5.295772961e+002	2.530878548e+002	6.013634353e+002	4.677249521e+002	
6.764688531e+002	5.111457810e+002	8.586673536e+002	3.637922366e+002	4.233750396e+002	2.760441878e+002	3.809183817e+002	7.084843072e+002	5.042579814e+002	5.796334820e+002	4.694816807e+002	7.226202759e+002	7.314842145e+002	1.341905479e+002	6.857514630e+002	2.618821902e+002	4.207197104e+002	3.316101778e+002	6.034336273e+002	5.416588143e+002	6.397558326e+002	4.838634512e+002	6.993403695e+002	2.426253638e+002	4.086047745e+001	4.499266893e+002	4.137176372e+002	3.395703120e+002	4.650952433e+002	4.992251417e+002	8.928464830e+002	3.202546178e+002	7.233750914e+002	6.130657637e+002	1.551368266e+002	3.795917872e+002	4.309423763e+002	2.905444057e+002	3.639200049e+002	6.436834669e+002	3.599137049e+002	5.649311629e+002	5.468415098e+002	2.406738109e+002	7.411438148e+002	8.165592047e+002	6.948171372e+002	5.295772961e+002	2.530878548e+002	5.508426084e+002	4.677249521e+002	
4.814791751e+002	5.111457810e+002	8.134686361e+002	3.637869535e+002	4.233750396e+002	2.760441878e+002	2.182117491e+002	7.084843072e+002	5.042579814e+002	5.566620004e+002	4.694816807e+002	7.226202759e+002	7.314842145e+002	1.341905479e+002	5.911810084e+002	2.618821902e+002	4.207197104e+002	3.316101778e+002	6.034336273e+002	5.416588143e+002	6.397558326e+002	3.963933584e+002	6.489089128e+002	2.426253638e+002	4.086047745e+001	4.499266893e+002	2.661097010e+002	3.395702612e+002	4.650952433e+002	4.992251417e+002	7.802202219e+002	3.202546178e+002	4.804948930e+002	3.497449930e+002	1.551368266e+002	3.795917872e+002	4.309423763e+002	2.905444057e+002	3.639200049e+002	6.436834669e+002	3.599137049e+002	5.649311629e+002	5.468415098e+002	2.406738109e+002	3.524474888e+002	8.165592047e+002	6.948171372e+002	3.329985779e+002	2.530878548e+002	5.484200744e+002	4.677249521e+002	
