8184.6	7818.4	8323.7	8554	8733	8443.5	8055.4	7913.2	7906.2	8225.9	8076.2	7796.9	8345.3	7408.8	7508.6	8295.7	8022.4	7228.1	8764.5	7744.3	8192.7	7719.6	7785.4	8318.9	7603.7	7344.4	6980	6837.8	8115.1	7432.9	7564.4	7509.2	8119.8	7915.9	8358.8	7831.8	7470.8	7635.5	7032.4	7954.2	7911.7	7927.6	7273.5	7878.7	7791.8	8512.8	7252.7	7930.5	8456.8	8238.9	7410
7062	7203.4	7513.5	7704.1	7291.8	7081.1	7381.9	7420.9	7566	7398.9	7143.9	7671.3	7340.5	7307.4	6696.5	7679.3	6994.2	6689.7	8361.4	7682.4	7815.9	7331.5	6805.9	7911.2	7190.8	7034.5	6975.3	6818.7	7136.6	7284.4	7362.5	7509.2	7294.5	7181.5	7118	7175.7	7159.5	7616.2	7008.4	7308.6	7058.2	7045.3	6632.8	6730.4	7184.6	7491.8	7222.5	7332.6	7566.5	7622.5	7410
6371.8	6699.5	7446.8	6945.7	6959.1	7045.7	6804.9	7095.3	7549.1	7398.9	6780.1	7255.7	6670.1	6975	6411.7	6929	6524.4	6682.2	7533.9	7530.6	7219.7	7080.3	6434	7182.7	6806.9	7034.5	6863.3	6729.4	6282.5	6968.4	7347.7	7371	7098	6507	7118	6716.9	6654.3	6916.4	6933.8	6880.5	6187.1	6772.7	6613.2	6535.8	6847.9	6700.7	7222.5	7332.6	6798	6324.2	6470.8
5866.3	6616.2	6292.5	6104.9	6690.5	6526.8	6236.4	6815.4	6451.7	6445.8	6529.8	6051.1	6377.4	6345.1	6309.6	6322.4	6026.2	5841.8	5811.4	6048.3	6551.6	6379.1	6253.8	6298	6266.9	6420.5	6152.1	6542.4	5297.7	6548.9	6549	6625.4	6407.1	5970.3	6366.1	5965.1	6014.6	5716.5	5822.1	6233.5	5847.6	6168.9	6138.2	6313.9	6474	6321.1	6824	6517.2	6242.7	6200	5300.9
4399.2	5517.6	4619.8	4831.8	5002.7	5859.8	5345.4	4880.5	4965.3	5638.8	5267.4	5235.8	4982.7	5267.7	5279.9	5652.1	5194.1	5373.2	4973.7	5367.6	4833.5	5323.4	5286.8	5575.3	4911	5128.9	5150	5285.6	4425.7	5340.2	5568.2	5467.1	4680.8	4868.9	5521.2	5274.4	5465.1	5259.6	5027.7	5433.6	5264.4	4996.5	4596.2	5185.3	5701.4	4748	5510.9	5545.6	5080.6	5339.8	4919.9
4129.7	4213.7	3889	4195.8	4121.4	4353	4506.8	3832.5	3813.8	4792.1	4067	3569.1	4257	3942.5	4370.5	4317.7	4408.1	4505.8	3864.7	3828.5	3875.6	4426.4	4015.1	4505.4	3824.6	4025	4393	3843.8	3410.6	4235.3	4434.8	4379.5	3846.4	4292.2	4367.2	4517.4	4191.6	4204.3	4299.6	4344.4	4136.8	3836.9	3791.6	4288.5	4455.7	3975	4565.1	4350.1	4543.3	4699.5	3821.1
3328.3	3739.3	3117.8	3881.6	3411.5	4018.3	3860.5	3453.4	3604.5	4183	3844.8	3392.9	3571	3318.8	3730.4	3569.2	3658.9	3666	3421.4	3509.7	3296.3	3711.4	3605.1	4067.8	3025.8	3333.3	3751.8	3658.4	3237.3	3871.4	3654.2	3925.1	3555.4	3585.5	3746.3	3983	3540.6	3509.2	3848.7	3794.3	3613.9	3378.9	3603.5	4044.3	3588.5	3145.9	3837.4	3795	3744.9	3763.2	3116.6
2913.6	3318.4	2870.3	2496.8	3139.8	3481.3	3339.1	3177.8	3302.6	3790.9	3333.4	2931.5	2986.7	3095.2	3257.2	3286.6	3314.5	3189.8	2995.2	3185.5	3149.4	3151.4	3184.6	3726.2	2772.1	3106.1	3472.1	2945.7	2932.2	3203.4	3472.6	3502	2945	2887.7	3255.9	3627.7	2930.6	3146.8	3504.8	2981.4	3194.8	2701.7	3164.5	3617.4	3124.7	2920.2	3212.4	3570.1	3378.2	3518.7	2363.6
2769.7	2867.9	2650	2140.3	2854.5	3212	3194.7	2937.1	2914.2	3321	3230.4	2795.8	2660.7	2273.7	3019.6	2928.9	3138.3	3135.8	2877.3	2892.3	3077.5	2894.4	2509.5	3326.3	2443	2790.7	2922.1	2839.6	2702.6	3087.3	2953.1	3233	2737.3	2406.5	3152.4	2960.9	2616.8	2864	3166.1	2812.4	2791.5	2411.5	3095.2	3224	2862.9	2785.5	3098.8	3249.5	3035.7	3063.4	2047.7
2577.6	2592.3	2274.5	1901.4	2511.4	2444.2	2853.3	2723.6	2540.2	3211.3	2677.2	2660.8	1776.1	1864.3	2744.1	2600.5	2532.9	3001.1	2709.8	2451.3	2862.7	2608.5	1635.6	3051	2190	2553.7	2657.1	2538.1	2563.9	2750.8	2847.3	2980.4	2693.5	2289.6	2999	2784.7	2365.7	2394.8	2565	2700.2	2567.8	2221.2	2998.6	2558.7	2538.3	2728.6	2833.8	2555.8	2758.5	2196.1	1908.4
2466.1	2460.4	2202.9	1770.7	2399.4	2101.4	2708.9	2466.7	2381.8	3066.6	1743.5	2458.4	1626.2	1838.3	2653.1	2432.7	2155.8	2559.6	2619.4	2319.9	2243.9	2123.6	1614.4	2992.4	1969.1	2438.8	1844.3	2423.8	2505.4	2378.5	2592.9	2870.9	2334.7	1993	2809.3	2497.7	2237	1543.2	2536.5	2470.1	2141.5	2053.2	2757	2467.6	2396.9	2652.2	2044.8	2462	2268.4	1959	1837.2
2345.5	2339	2122.9	1698.3	2284.1	1804.5	2527.2	2335.6	2237	2749.3	1666.5	2423.1	1610.8	1838	2408.4	2262.6	2072.8	2499.4	2503.2	2223.1	2197.8	1941.9	1612.3	2866.3	1840.6	2312.2	1580.5	2281.3	2349.9	2356.6	2363.1	2787.4	2067.8	1879.4	2657	2386.8	2159.9	1466.1	2206.4	2202.6	1692.9	1766.8	2302.4	2441.5	2132.5	2558.6	1820.9	2414.3	2031.7	1949.7	1780.2
2299.3	2241.8	2055.1	1664.4	2154.3	1770.7	2271.8	2122.2	2186.2	2489.2	1657.4	2379.7	1610.3	1838	2308.9	2093.1	2063.1	2358.5	2266.5	1840	2193	1934.6	1612.3	1888	1520.4	2127	1578.2	2265	2237.8	2354.6	2003.2	2565.1	1911.8	1840.5	2411.2	2181.5	1735	1464.6	1827.9	2154.6	1629.7	1752.2	2018.8	2440.8	2065.6	2528.6	1708.4	1946.8	1981.5	1949.6	1380.9
2253.3	1934.9	2008.1	1570.5	1861	1769.1	1864.7	2037	2133.4	1918.1	1657.2	2028.9	1610.3	1838	2235.4	1907.5	2062.2	1771.4	2086.5	1822.1	2193	1934.6	1612.3	1796.6	1461.4	2114.8	1578	2263.6	2139.5	2354.6	1826.2	2360.8	1800.3	1840.2	2075	2025.1	1253	1464.6	1763.9	2053.5	1615.9	1751.6	2010.9	2440.8	2048.5	2375.4	1692.3	1223	1979.1	1949.6	1367.4
