# Timestamp: 2022-01-19 18:58:56.526275
Problem,Measurement,b3e3pbest,CMLSP,DE_b6e6rlwithrestart,FCDE,FERDE,FWA-DM,GaAPADE,L-SHADE,MVMO,NRGA,OptBees,POBL_ADE,rmalschcma,RSDE,SOO,SOO+BOBYQA,UMOEAS
1,Mean,47385077.37254902,,6613122.7450980395,,543273956.637601,620911327.5882355,,3923303.203914963,71449282.58823529,101112741.57825333,4003393.8137254897,18929.004764705885,30923854.343333334,4065158.217647059,223585900.0,1488545.4055186003,
1,Std,88930209.24799405,,1855267.3917911253,,1331593113.2122135,90527475.63893436,,846809.0152564411,17127014.07518592,13402766.770362595,2143634.416088541,7343.712849216418,38129519.30619344,1346175.5908897256,0.0,4.668012187253362e-10,
2,Mean,2166729007.649215,,22213.04939215687,,24014536886.28518,698884460.1588236,,11153.45758796877,127267773.56862745,4645472591.988201,3946.1086216641165,1833.1615613725492,0.0,20353.892914490196,608917800.0,17653.593045815323,
2,Std,6610458131.288678,,26719.49928603669,,63831413491.22865,121333490.1812117,,4897.2176052527,27940830.025697526,898138936.736756,6327.949881999082,1266.3415656005639,0.0,24572.547303827465,0.0,4.441011245166546e-12,
3,Mean,25346.566622352955,,6980.3805882352935,,60002.94808553834,133400.5335568627,,16.81939352349069,13908.642539215689,78811.73742766633,9622.254776470587,7445.437803921568,19045.31233333333,1560.3881013725488,56068.89999999995,43610.267732068474,
3,Std,41449.216779447925,,3748.2829663243024,,150352.00614011008,9728.797814283285,,7.475512864843666,4646.583193184714,8019.5326827869185,5713.866729389695,2128.7907154074637,8625.410127225387,1169.3773204707645,9.503086857308738e-12,7.891884081569739e-12,
4,Mean,440.9178431372547,,210.54174509803926,,4622.469819723426,892.761690556863,,223.90601860464915,416.097645490196,705.104997699159,185.37006133333333,498.89451960784316,142.93971452941176,251.96826254901964,1018.1500000000009,112.3604467619999,
4,Std,578.6576316804052,,47.57349012156654,,12985.518730556669,115.36495211769088,,14.729635771167397,39.67849314136185,72.71694381820853,43.72801085327097,56.463759375477046,57.50885692534733,44.80910976342487,1.5919341467770321e-13,1.856071651818113e-14,
5,Mean,20.87892352941176,,20.73344901960784,,20.19126501071222,21.132575909999996,,21.34023833241604,20.80380152941176,20.00343884978431,20.00002707843137,21.33856,21.333149607843144,20.896178549019613,20.765999999999988,19.999945498999985,
5,Std,0.18052378430907295,,0.024908061318510526,,0.46860916175346096,0.023421560401298842,,0.02281783993684588,0.031042245348059654,0.007340983393469928,5.063666932086236e-05,0.024915113690209687,0.018387403079366118,0.08386675107698172,1.4924382626034676e-15,1.98991768347129e-15,
6,Mean,99.8958019607843,,83.7601725490196,,144.18989181435,128.56267619019607,,11.505287980436457,75.25958288235296,98.47225125116472,71.53080774509803,86.76499450980394,28.202567843137263,72.07752492156862,62.492000000000054,61.05191954940014,
6,Std,24.114980880027954,,2.8389846027995147,,5.323375991368993,2.7949420095296036,,2.4116631440878447,10.612361053441228,5.088034510643445,7.633639698231662,6.507342965629422,5.187889053880943,8.21958732548929,1.5413836096815897e-14,2.152425072512477e-14,
7,Mean,18.764761399157337,,0.00014509773911372547,,193.46982082597066,6.454740308725488,,0.0007687120120248009,2.2433490333333332,54.39934662299018,0.005890813624483833,1.4609498235294116,0.0009181415686274508,0.04558047894307842,11.799999999999999,0.0,
7,Std,56.97270390311804,,0.0010254508167127376,,528.6833195421452,0.7021628078153601,,0.0002633077947918589,0.2442948953641381,11.288933040504226,0.007966839751651193,0.32721798970385413,0.002926043232712845,0.0858705088426256,5.35224049928097e-15,0.0,
8,Mean,266.47118314163276,,1.432978039215686e-08,,308.8382960417035,445.08475339607844,,650.0080709600891,260.51882823529417,228.28316999318628,0.13656300826057274,0.5047279725490196,36.84050862745097,330.11475490196074,298.92,297.49211245759983,
8,Std,355.2953549962058,,5.984052143136154e-09,,333.0791468447578,14.327353305933896,,14.905757907305244,12.104784970795272,24.266029579750192,0.3423815811041582,0.04156429288753055,11.103935286409794,42.416020759447576,0.0,5.903049805441876e-14,
9,Mean,602.7017843137254,,446.9077450980392,,595.9816025451777,903.5882691862744,,688.6408848987114,511.0963278431372,245.49971833671182,665.8144760784315,196.13824980392158,126.20263431372547,412.27676333333335,385.34999999999997,375.09840267679976,
9,Std,238.61931532088593,,39.18082106149222,,361.3275928606281,45.20167675077974,,17.90801785722151,27.69421896703943,22.013236009922053,96.76810437228826,25.66516322105599,130.72182038937868,87.28137664360308,1.7127169597699104e-13,1.147960038673321e-13,
10,Mean,7813.153640354895,,0.9093397058823528,,11213.597444621842,14725.790891176468,,23654.93944362519,7362.36066078431,8420.097459966326,4258.443564705882,1363.620764705882,1069.7102960784314,15552.651627450985,9322.900000000009,8879.991772806989,
10,Std,10160.476246675633,,0.3161766572060808,,5377.256595041375,505.77903252327883,,463.5359325901181,357.75584683553706,1378.476639618495,425.79230924449166,73.92715051003165,290.6615044892287,3060.6806760405743,2.0848868129535654e-12,2.220505622583273e-12,
11,Mean,19337.30784313725,,15540.57450980392,,16526.92348298434,21264.978263725498,,30552.537364999083,16416.573529411766,13787.5679771822,12402.62637843137,10651.250509803918,8677.755568627452,18892.94684313725,9788.099999999991,9358.99727028539,
