# Timestamp: 2022-01-06 16:04:51.285890
Problem,Measurement,b3e3pbest,CMLSP,DE_b6e6rlwithrestart,FCDE,FERDE,FWA-DM,GaAPADE,L-SHADE,MVMO,NRGA,OptBees,POBL_ADE,rmalschcma,RSDE,SOO,SOO+BOBYQA,UMOEAS
1,Mean,3696703.9593813904,0.0006173950980000001,5.816980392156863e-10,373510.51515240426,4681356.700473364,16205.823973927452,1.0635837235294117e-06,2.1295495799882238e-07,300.8638224078432,164662.42623620664,32191.90497568628,89305.69663392157,0.0,2.8353572939215685e-07,8810760.0,6564.3599999999915,1.1999411274509803e-08
1,Std,11351298.855982905,0.0017947925419046424,3.016448435058803e-09,1162482.4261807334,9713855.082383597,24310.628324414964,2.927666654149797e-06,1.7501253129292615e-07,444.7943751365982,242940.49083894157,35103.265540300206,348588.54141869256,0.0,9.943702774488102e-07,0.0,1.365727346569802e-12,4.3669438114682874e-08
2,Mean,263233453.64604288,1.4768145882352945e-13,0.0,17412799.336339388,152410832.29539284,0.0036409578178540104,4.05799725490196e-06,1.2952224781157364e-07,0.29498243682352937,923.6351588875119,3740.9873861092165,177407.89462245346,0.0,0.0,84.98599999999996,331.52800000000013,0.00015075594213784314
2,Std,798443003.0072415,3.8111059787007437e-13,0.0,56714040.17075694,380108843.08038497,0.0230355855771548,1.4140943715607396e-05,1.3259218672680132e-07,0.2714534937940084,1107.1764117330658,3587.154806405342,1154767.779726538,0.0,0.0,5.96975305041387e-15,6.165534438726359e-14,0.0009817965773087226
3,Mean,4797.956269785942,0.004132977229411765,0.0,5677.5950552952245,4427.196309953853,1.2268479471827103e-06,5.770947073137254e-10,0.0,4.6055476654901976e-05,1865.9279906766885,153.96205812150976,0.04753546173435686,802.1943178638573,0.0,6648.289999999997,6427.289999999997,2.3189875882352942e-08
3,Std,10831.87977543615,0.007446638983860046,0.0,14587.31048175442,10391.306069981536,6.0347115419774195e-06,1.4856389266461967e-09,0.0,5.0331023683218096e-05,1571.0380035791552,432.7320618950239,0.17609388586127694,1644.2741976074458,0.0,1.8234422606458446e-12,1.8234422606458446e-12,1.0700443942290861e-07
4,Mean,55.314409803921535,1.9792659035294114e-11,7.880086074564216,37.155514665308324,47.16916279570966,2.8167091487078424,30.688235318498215,29.40955346964336,9.551159795218043,15.479855089770592,3.4155803280764716,29.944236400000012,0.08500798039215686,12.895699560632542,1.5629999999999888,0.0,0.01277693892508573
4,Std,56.56730591379446,5.264189354363278e-11,13.389354374273529,7.3333560620436,108.0110118662598,1.420960610238026,11.205759080307294,12.464447899060207,14.834780871048682,16.84437408230587,2.922941935543344,14.824171951796137,0.6010971939026718,16.224688182343908,2.5450278478437077e-16,0.0,0.04642342817383655
5,Mean,20.221770588235294,19.607881257450998,19.341089019607846,20.42337070519589,20.09660458217761,20.161657169019605,19.876921568627452,19.789955004060563,18.126448967313724,19.606960581821564,19.99997431372549,19.863641647058827,15.571183586317899,20.000621313725492,20.0,20.0,19.032159504411762
5,Std,0.20196895052974156,2.771991112086351,2.5107436869497177,0.18322136707776737,0.15719372313098684,0.07973529864052985,0.8357721765549639,1.0872409763236606,4.999079796810977,2.7726704135586946,0.00012727452037687034,1.9020187299329205,8.638308017933637,0.004255554430320193,0.0,0.0,4.369128704849587
